质量工程师,大族激光智能装备集团有限公司,0.6-1万/月
弱电现场工程师,优方科技（深圳）有限公司,0.8-1.2万/月
收入核算会计,深华建设（深圳）股份有限公司,6-8千/月
仓库管理员,深圳市广昕贸易有限公司,4.5-6千/月
APP 产品经理,深圳市宝润兴业互联网信息服务有限公司,1-1.5万/月
速卖通合伙人,深圳市融爵科技有限公司,1.5-2万/月
QE工程师,深圳市朗思照明有限公司,6-8千/月
品质主管,深圳嘉瑞电子科技有限公司,0.8-1万/月
项目财务文员（福永）,深圳招商华侨城物业管理有限公司,4.5-6千/月
生物信息工程师,基诺信息科技（深圳）有限公司,0.8-1.2万/月
医美网络竞价,深圳市博爱投资管理有限公司,6-8千/月
酒类专卖店店长,中国食品有限公司,6-8千/月
电商运营,深圳市乐福衡器有限公司,1-1.5万/月
客服经理,深圳市零点星影视传媒控股有限公司,4.5-8.5千/月
PMC助理,深圳市安特信技术有限公司,4.5-6千/月
生产计划兼助理,深圳市思萌科技有限公司,6-8千/月
人事管理岗,世纪证券有限责任公司,0.8-1万/月
营运主管,利联实业发展（深圳）有限公司,4.5-6千/月
亚马逊运营专员,深圳前海启晋供应链有限公司,0.5-1万/月
销售助理文员,佛山德赛斯建材有限公司,4.5-6千/月
前台行政,深圳市阳晨电子有限公司,4.5-6千/月
SEM竞价专员,深圳市中港星科技企业服务中心有限公司,5-7千/月
亚马逊日语销售-Amazon日语销售,深圳市天图网络商务有限公司,1-1.5万/月
会计兼行政,以星综合航运（中国）有限公司深圳分公司,5-6千/月
项目经理,深圳纳实大数据技术有限公司,1.2-1.6万/月
商务专员,深圳天深医疗器械有限公司,0.8-1.3万/月
行政跟单主管,深圳市雅朵家具织品有限公司,5-6.5千/月
行政前台,深圳市百创网络科技有限公司,4.5-6千/月
亚马逊运营 日语,蓝色枢纽贸易（深圳）有限公司,0.4-1万/月
人力资源专员,深圳市瑞云科技有限公司,0.7-1万/月
财务出纳,深圳市美智教育有限公司,6-8千/月
shopee组长/主管—龙岗坂田上班,深圳市萨拉摩尔电子商务有限公司,0.8-1.4万/月
